,Player Name,Age,Overall Rating,Potential,Best Overall,Team,League,League Tier,Positions,Best Position,Height,Weight,foot,Growth,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,PAC,SHO,PAS,DRI,DEF,PHY,Value (M),Total Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,Freekick Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total Defending,Marking,Standing Tackle,Sliding Tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Total Base Stats,Joined,Loan Date End,contract_end_at_club,contract_started_at_club,years_at_club,Release Clause (M),Player ID,Image Page,Info Page,Team ID,Team Image Page
3700,N. Röseler,28,66,67,67,SV Sandhausen,German 2. Bundesliga,2,CB,CB,190,79.8,Right,1,4 ★,2★,Medium,Medium,55,35,53,55,66,72,0.625,51.72,37,28,66,63,32,51.7,52,34,36,63,58,59.7,57,53,68,62,37,66.22,44,68,69,75,38,64.61,67,65,48,52,40,69,73.16,66,68,65,10.23,8,15,8,7,7,67.18,67.47,"Jul 1, 2020",,2022,2020,0.0,1.0,205045,https://cdn.sofifa.com/players/205/045/20_240.png,https://sofifa.com/player/205045/,110178,https://cdn.sofifa.com/teams/110178/dark_240.png
3701,M. Frey,24,66,70,70,SV Sandhausen,German 2. Bundesliga,2,CM CDM,CDM,180,78.0,Right,4,3 ★,2★,Medium,Medium,63,48,62,66,66,70,0.8250000000000001,61.33,50,39,65,71,43,62.55,64,48,47,66,69,71.77,65,62,67,69,70,74.32,58,72,71,70,59,71.26,70,67,49,62,52,62,72.06,62,69,65,12.73,10,13,14,7,12,76.73,75.3,"Jul 1, 2019",,2021,2019,1.0,1.4,225564,https://cdn.sofifa.com/players/225/564/20_240.png,https://sofifa.com/player/225564/,110178,https://cdn.sofifa.com/teams/110178/dark_240.png
3702,D. Hägele,31,66,66,67,FC Würzburger Kickers,German 2. Bundesliga,2,CB CDM,CDM,185,76.2,Right,0,4 ★,2★,Medium,Medium,66,58,64,63,63,76,0.47500000000000003,66.13,55,55,62,70,47,66.17,61,58,58,68,66,70.47,68,64,67,67,61,81.53,65,80,80,76,61,76.01,70,67,55,62,66,70,67.28,56,67,60,11.82,6,12,9,14,11,79.62,78.31,"Jul 1, 2018",,2022,2018,2.0,0.736,238682,https://cdn.sofifa.com/players/238/682/20_240.png,https://sofifa.com/player/238682/,110197,https://cdn.sofifa.com/teams/110197/dark_240.png
3703,P. Sontheimer,21,66,75,68,FC Würzburger Kickers,German 2. Bundesliga,2,CM CDM,CM,168,64.9,Right,9,2 ★,3★,Medium,High,68,51,63,69,59,61,0.975,59.5,58,52,35,69,46,63.83,65,60,40,67,68,80.6,68,68,83,64,91,65.99,55,61,90,43,44,71.02,68,62,57,63,49,66,67.65,60,61,63,10.45,6,14,6,8,12,75.82,74.5,"Feb 20, 2020",,2021,2020,0.0,1.7,237490,https://cdn.sofifa.com/players/237/490/20_240.png,https://sofifa.com/player/237490/,110197,https://cdn.sofifa.com/teams/110197/dark_240.png
3704,L. Hemmerich,22,66,77,66,FC Würzburger Kickers,German 2. Bundesliga,2,RB RM,RB,180,69.9,Right,11,2 ★,2★,High,High,77,56,61,64,56,74,1.0,62.47,63,49,55,62,44,66.6,63,70,57,58,65,74.78,75,79,65,61,67,79.28,78,70,85,68,51,72.21,77,54,58,59,56,55,63.6,51,60,62,11.59,9,9,10,9,14,78.28,77.91,"Jul 1, 2019",,2021,2019,1.0,1.8,239341,https://cdn.sofifa.com/players/239/341/20_240.png,https://sofifa.com/player/239341/,110197,https://cdn.sofifa.com/teams/110197/dark_240.png
3705,D. Kyereh,24,66,73,68,FC St. Pauli,German 2. Bundesliga,2,ST RM CAM,ST,178,73.0,Right,7,3 ★,4★,Medium,Medium,81,64,49,73,22,62,0.925,69.57,53,67,58,59,67,49.15,75,31,27,33,65,84.27,86,76,86,65,78,79.05,64,87,84,56,60,52.97,44,19,63,51,46,56,19.12,20,15,17,8.86,5,8,5,10,11,68.7,70.48,"Jul 29, 2020",,2023,2020,0.0,1.6,244112,https://cdn.sofifa.com/players/244/112/20_240.png,https://sofifa.com/player/244112/,110329,https://cdn.sofifa.com/teams/110329/dark_240.png
3706,S. Ohlsson,27,66,67,66,FC St. Pauli,German 2. Bundesliga,2,RB RWB RW,RB,180,77.1,Right,1,3 ★,3★,High,Medium,66,62,62,66,63,68,0.65,70.02,64,59,57,67,59,66.6,66,64,50,66,67,71.12,72,61,64,64,69,75.9,67,63,74,68,65,68.41,62,58,65,52,51,65,68.75,66,67,54,11.59,7,7,9,12,16,78.24,77.71,"Aug 30, 2019",,2021,2019,1.0,1.1,212165,https://cdn.sofifa.com/players/212/165/20_240.png,https://sofifa.com/player/212165/,110329,https://cdn.sofifa.com/teams/110329/dark_240.png
3707,S. Makienok,29,66,66,66,FC St. Pauli,German 2. Bundesliga,2,ST,ST,201,93.9,Right,0,2 ★,2★,Medium,Medium,35,67,49,59,31,77,0.65,70.25,30,66,82,63,66,55.32,61,43,38,49,69,42.89,35,35,34,64,31,78.6,69,63,64,89,64,65.8,67,24,68,48,70,65,26.1,34,18,19,12.27,12,8,16,12,6,65.5,63.86,"Aug 29, 2020",,2022,2020,0.0,1.0,197981,https://cdn.sofifa.com/players/197/981/20_240.png,https://sofifa.com/player/197981/,110329,https://cdn.sofifa.com/teams/110329/dark_240.png
3708,L. Daschner,21,66,77,68,FC St. Pauli,German 2. Bundesliga,2,CAM LM RM,CAM,183,76.2,Right,11,4 ★,3★,High,Low,73,61,62,68,48,63,1.1,67.51,53,65,55,68,54,60.0,67,49,38,61,67,77.16,73,73,74,60,78,73.87,61,74,70,62,61,63.18,52,55,56,68,35,58,46.69,53,40,34,10.23,6,14,7,11,7,73.45,75.3,"Aug 14, 2020",,2023,2020,0.0,1.9,238980,https://cdn.sofifa.com/players/238/980/20_240.png,https://sofifa.com/player/238980/,110329,https://cdn.sofifa.com/teams/110329/dark_240.png
3709,B. Tashchy,26,66,67,67,FC St. Pauli,German 2. Bundesliga,2,ST CAM,ST,193,89.8,Right,1,4 ★,3★,Medium,High,67,63,60,64,35,73,0.775,70.94,56,64,64,66,60,64.04,65,65,47,54,70,64.01,68,67,55,63,44,73.87,64,54,68,82,60,64.85,59,35,63,61,55,63,36.03,18,42,38,12.73,7,15,9,15,10,71.8,72.69,"Jul 1, 2019",,2022,2019,1.0,1.3,205892,https://cdn.sofifa.com/players/205/892/20_240.png,https://sofifa.com/player/205892/,110329,https://cdn.sofifa.com/teams/110329/dark_240.png
3710,M. Schultz,27,66,68,68,Eintracht Braunschweig,German 2. Bundesliga,2,CB,CB,193,88.9,Right,2,2 ★,2★,Medium,Medium,51,26,42,51,66,74,0.675,47.6,29,23,69,60,27,44.47,52,24,22,54,57,48.71,47,54,33,60,32,59.46,40,55,66,84,19,49.88,63,64,24,24,35,50,72.79,66,67,65,10.45,9,6,8,12,11,58.77,62.25,"Jul 15, 2020",,2022,2020,0.0,1.1,217841,https://cdn.sofifa.com/players/217/841/20_240.png,https://sofifa.com/player/217841/,110500,https://cdn.sofifa.com/teams/110500/dark_240.png
3711,D. Wiebe,26,66,68,67,Eintracht Braunschweig,German 2. Bundesliga,2,CDM CM CB,CDM,188,73.0,Right,2,3 ★,2★,Medium,Medium,55,41,56,57,65,70,0.7000000000000001,54.0,40,30,61,66,39,52.55,51,30,40,62,64,63.15,52,57,65,61,58,70.05,56,57,76,72,50,63.66,62,68,36,59,43,61,69.85,64,66,60,8.41,7,6,6,11,7,68.31,69.08,"Jul 3, 2019",,2021,2019,1.0,1.1,238563,https://cdn.sofifa.com/players/238/563/20_240.png,https://sofifa.com/player/238563/,110500,https://cdn.sofifa.com/teams/110500/dark_240.png
3712,Y. Ben Balla,24,66,72,67,Eintracht Braunschweig,German 2. Bundesliga,2,CDM,CDM,180,72.1,Right,6,3 ★,2★,Low,High,68,51,54,62,65,68,0.8,54.69,34,48,51,68,38,52.77,61,37,31,58,61,71.98,69,67,69,60,69,70.27,62,58,80,61,51,68.17,73,69,52,54,39,46,72.43,68,65,64,13.86,13,15,12,14,7,72.45,73.9,"Jul 28, 2020",,2021,2020,0.0,1.4,251441,https://cdn.sofifa.com/players/251/441/20_240.png,https://sofifa.com/player/251441/,110500,https://cdn.sofifa.com/teams/110500/dark_240.png
3713,P. Kammerbauer,23,66,74,67,Eintracht Braunschweig,German 2. Bundesliga,2,CDM RB CM,CDM,175,73.0,Right,8,4 ★,3★,Medium,High,66,48,64,69,62,68,0.875,61.33,64,45,49,70,40,64.04,67,62,43,61,68,76.51,68,65,76,63,83,70.27,53,76,66,64,53,70.55,78,59,59,61,40,58,69.85,67,63,60,9.09,8,12,8,5,7,76.12,75.7,"Jan 30, 2018","Jun 30, 2021",Loan,2021,-1.0,€0,235253,https://cdn.sofifa.com/players/235/253/20_240.png,https://sofifa.com/player/235253/,110500,https://cdn.sofifa.com/teams/110500/dark_240.png
3714,J. Fejzić,34,66,66,66,Eintracht Braunschweig,German 2. Bundesliga,2,GK,GK,198,94.8,Right,0,2 ★,1★,Medium,Medium,66,63,59,70,27,66,0.275,15.1,11,11,13,23,8,17.45,15,12,15,16,24,33.84,18,34,25,61,19,45.95,44,49,27,75,9,25.65,34,14,8,32,20,12,14.34,12,13,14,73.64,66,63,59,66,70,42.31,70.48,"Jan 8, 2019",,2021,2019,1.0,0.426,169404,https://cdn.sofifa.com/players/169/404/20_240.png,https://sofifa.com/player/169404/,110500,https://cdn.sofifa.com/teams/110500/dark_240.png
3715,B. Manu,23,66,75,67,SV Darmstadt 98,German 2. Bundesliga,2,LM,RM,170,69.9,Right,9,4 ★,4★,High,Medium,92,58,54,70,35,65,1.0,60.87,53,60,42,59,52,56.38,71,45,37,50,62,91.38,93,92,88,61,90,73.2,62,83,72,58,50,65.32,69,33,61,58,54,60,37.13,31,39,31,11.36,8,10,14,8,10,73.66,75.1,"Jul 1, 2019",,2022,2019,1.0,1.8,239397,https://cdn.sofifa.com/players/239/397/20_240.png,https://sofifa.com/player/239397/,110502,https://cdn.sofifa.com/teams/110502/dark_240.png
3716,J. Piotrowski,22,66,72,68,Fortuna Düsseldorf,German 2. Bundesliga,2,CM CDM,CAM,188,79.8,Right,6,4 ★,3★,High,Medium,65,62,66,69,63,69,0.875,67.28,63,60,63,69,39,68.72,70,54,63,66,70,68.1,67,64,66,61,58,76.35,71,65,67,70,66,73.63,68,65,60,66,51,65,68.75,60,66,61,7.73,8,5,6,8,7,77.85,79.12,"Jul 28, 2020",,2024,2020,0.0,1.6,229973,https://cdn.sofifa.com/players/229/973/20_240.png,https://sofifa.com/player/229973/,110636,https://cdn.sofifa.com/teams/110636/dark_240.png
3717,C. Kühlwetter,24,66,71,68,1. FC Heidenheim 1846,German 2. Bundesliga,2,ST RM LM,ST,180,78.9,Right,5,3 ★,2★,High,Medium,71,65,55,66,33,71,0.875,69.34,51,68,63,59,62,60.0,66,62,39,50,65,74.14,68,74,67,66,69,77.7,67,77,73,71,57,68.41,68,32,69,56,63,65,31.25,22,38,25,7.73,6,8,6,5,9,72.58,72.49,"Sep 1, 2020",,2024,2020,0.0,1.5,245543,https://cdn.sofifa.com/players/245/543/20_240.png,https://sofifa.com/player/245543/,111235,https://cdn.sofifa.com/teams/111235/dark_240.png
3718,M. Thiel,27,66,66,67,1. FC Heidenheim 1846,German 2. Bundesliga,2,LM RM,LW,188,81.2,Left,0,3 ★,3★,Medium,Medium,72,65,62,70,31,62,0.675,68.42,65,62,48,64,60,70.0,72,67,65,56,69,72.2,69,75,68,63,60,73.65,77,55,53,74,68,57.72,43,33,63,58,46,56,29.78,24,32,25,12.73,14,16,7,10,9,72.11,72.69,"Jul 1, 2017",,2021,2017,3.0,1.1,211952,https://cdn.sofifa.com/players/211/952/20_240.png,https://sofifa.com/player/211952/,111235,https://cdn.sofifa.com/teams/111235/dark_240.png
3719,M. Carnesecchi,20,66,82,66,Atalanta,Italian Serie A,1,GK,GK,190,83.0,Right,16,3 ★,1★,Medium,Medium,65,66,58,70,32,66,1.2,18.31,11,8,20,35,6,18.09,14,11,12,29,19,40.3,24,39,40,59,25,39.19,44,40,28,55,7,21.14,21,11,8,32,17,40,13.6,12,13,12,73.86,65,66,58,66,70,42.18,71.69,"Jul 1, 2017",,2023,2017,3.0,2.8,252154,https://cdn.sofifa.com/players/252/154/20_240.png,https://sofifa.com/player/252154/,39,https://cdn.sofifa.com/teams/39/dark_240.png
3720,M. Carraro,22,66,74,69,Atalanta,Italian Serie A,1,CM,CDM,188,73.9,Left,8,4 ★,3★,Medium,Medium,55,55,65,66,65,68,0.925,65.9,50,50,60,74,54,69.36,66,59,64,69,68,64.22,57,54,56,64,67,75.0,66,72,71,69,55,71.26,60,66,42,65,67,61,71.32,68,64,62,11.14,9,10,8,14,8,77.2,75.1,"Jul 2, 2018",,2023,2018,2.0,1.8,240216,https://cdn.sofifa.com/players/240/216/20_240.png,https://sofifa.com/player/240216/,39,https://cdn.sofifa.com/teams/39/dark_240.png
3721,Félix Correia,19,66,84,67,Juventus,Italian Serie A,1,RW LW,RM,178,72.1,Right,18,3 ★,4★,High,Medium,82,58,57,73,32,53,1.4,62.24,60,58,41,57,56,65.32,74,64,49,52,68,83.62,84,80,82,64,78,63.96,64,57,52,56,55,58.43,48,24,57,60,57,70,36.03,28,38,32,10.91,10,9,13,10,6,70.94,71.29,"Aug 22, 2020",,2024,2020,0.0,3.2,253167,https://cdn.sofifa.com/players/253/167/20_240.png,https://sofifa.com/player/253167/,45,https://cdn.sofifa.com/teams/45/dark_240.png
3722,L. Clemenza,22,66,73,69,Juventus,Italian Serie A,1,CAM CM,LM,175,77.1,Left,7,3 ★,3★,High,Low,65,57,68,74,33,41,0.9,67.51,66,55,43,72,59,77.45,76,75,75,63,75,69.83,68,63,68,56,69,56.53,64,40,65,32,50,56.06,34,20,56,62,64,62,36.76,44,28,28,4.09,3,2,4,5,4,68.57,67.87,"Jul 1, 2017",,2020,2017,3.0,1.7,230768,https://cdn.sofifa.com/players/230/768/20_240.png,https://sofifa.com/player/230768/,45,https://cdn.sofifa.com/teams/45/dark_240.png
3723,D. Di Gennaro,32,66,66,67,Lazio,Italian Serie A,1,CM CAM,CAM,180,72.1,Left,0,4 ★,3★,High,Medium,67,63,69,67,58,63,0.47500000000000003,71.4,67,60,50,71,64,75.11,66,74,75,69,69,72.63,66,67,67,65,72,72.97,64,68,60,65,67,74.82,59,59,65,64,68,67,61.4,60,60,47,12.27,8,14,13,10,9,80.4,77.71,"Jul 21, 2017",,2022,2017,3.0,0.808,183414,https://cdn.sofifa.com/players/183/414/20_240.png,https://sofifa.com/player/183414/,46,https://cdn.sofifa.com/teams/46/dark_240.png
3724,A. Donnarumma,29,66,66,66,Milan,Italian Serie A,1,GK,GK,193,96.2,Right,0,2 ★,1★,Medium,Medium,70,62,51,74,18,59,0.45,12.59,13,10,10,11,11,17.23,19,16,12,11,23,34.91,13,22,30,62,35,44.82,38,54,19,75,13,21.62,17,10,10,33,21,63,17.65,18,19,11,71.82,70,62,51,59,74,41.11,67.07,"Jul 17, 2017",,2021,2017,3.0,0.765,201179,https://cdn.sofifa.com/players/201/179/20_240.png,https://sofifa.com/player/201179/,47,https://cdn.sofifa.com/teams/47/dark_240.png
3725,P. Kalulu,20,66,82,67,Milan,Italian Serie A,1,RB CB,CB,178,68.9,Right,16,3 ★,2★,Medium,High,71,36,58,57,66,61,1.3,58.12,56,31,68,68,31,56.6,54,54,44,54,60,70.91,72,70,55,60,72,61.26,45,74,60,61,32,63.42,59,63,47,49,49,63,73.53,65,69,66,11.36,12,5,13,9,11,70.73,70.08,"Aug 5, 2020",,2025,2020,0.0,3.0,255654,https://cdn.sofifa.com/players/255/654/20_240.png,https://sofifa.com/player/255654/,47,https://cdn.sofifa.com/teams/47/dark_240.png
3726,A. Da Cruz,23,66,74,67,Parma,Italian Serie A,1,LW ST,ST,183,73.9,Right,8,3 ★,3★,High,Medium,77,66,57,67,38,59,0.9500000000000001,67.51,61,66,52,61,55,62.13,67,70,41,48,66,76.94,78,77,73,62,67,69.37,75,50,56,62,65,55.58,55,24,62,53,40,64,40.07,48,35,26,15.0,12,15,12,14,13,71.72,73.09,"Jan 8, 2018",,2022,2018,2.0,1.9,230557,https://cdn.sofifa.com/players/230/557/20_240.png,https://sofifa.com/player/230557/,50,https://cdn.sofifa.com/teams/50/dark_240.png
3727,S. Edera,23,66,75,68,Torino,Italian Serie A,1,RW CF CAM,CAM,175,69.9,Left,9,3 ★,3★,High,Low,62,66,63,72,39,35,1.0,70.25,64,64,52,65,62,69.79,74,69,55,58,72,70.04,63,61,67,60,74,56.98,69,45,37,32,70,57.96,39,18,62,65,60,56,44.85,56,32,34,13.18,10,11,14,9,14,70.68,67.67,"Jul 14, 2014",,2023,2014,6.0,1.9,233794,https://cdn.sofifa.com/players/233/794/20_240.png,https://sofifa.com/player/233794/,54,https://cdn.sofifa.com/teams/54/dark_240.png
3728,K. Michael,20,66,80,71,Bologna,Italian Serie A,1,CM,CAM,175,69.9,Right,14,3 ★,3★,High,Medium,75,64,68,71,52,58,1.4,74.37,66,62,62,70,65,72.34,72,68,68,65,67,78.88,74,75,75,64,78,73.87,67,75,71,53,62,70.78,48,48,68,70,64,60,56.25,55,49,49,10.23,6,8,7,14,10,80.09,77.91,"Jul 1, 2017",,2024,2017,3.0,3.4,245277,https://cdn.sofifa.com/players/245/277/20_240.png,https://sofifa.com/player/245277/,189,https://cdn.sofifa.com/teams/189/dark_240.png
3729,L. Andrenacci,25,66,68,66,Brescia,Italian Serie A,1,GK,GK,188,77.1,Right,2,3 ★,1★,Medium,Medium,67,68,59,69,49,66,0.5750000000000001,19.22,14,13,12,25,20,19.79,17,17,18,19,22,58.62,50,49,62,53,58,45.5,44,55,28,60,15,23.99,18,18,11,34,20,43,19.12,20,16,16,74.77,67,68,59,66,69,48.92,75.9,"Jul 1, 2014",,2021,2014,6.0,1.1,226259,https://cdn.sofifa.com/players/226/259/20_240.png,https://sofifa.com/player/226259/,190,https://cdn.sofifa.com/teams/190/dark_240.png
3730,A. Danzi,21,66,78,68,Hellas Verona,Italian Serie A,1,CM CDM,CM,175,69.9,Right,12,4 ★,3★,Medium,Medium,56,42,66,67,60,56,1.1,58.35,55,30,55,71,44,67.45,64,45,61,74,73,66.16,51,60,62,61,73,60.36,58,53,58,50,49,72.92,69,61,58,71,48,50,67.28,61,60,62,9.55,8,9,12,7,6,72.5,69.68,"Jun 1, 2015",,2021,2015,5.0,2.2,243251,https://cdn.sofifa.com/players/243/251/20_240.png,https://sofifa.com/player/243251/,206,https://cdn.sofifa.com/teams/206/dark_240.png
3731,K. Cissé,31,66,66,66,Hellas Verona,Italian Serie A,1,ST LW CAM,ST,183,78.0,Right,0,3 ★,2★,Medium,Medium,83,62,52,62,39,76,0.5750000000000001,67.05,49,65,61,59,59,57.02,60,45,46,53,64,77.8,87,79,68,69,58,75.68,61,66,64,88,57,62.47,63,31,64,47,58,64,39.34,50,31,26,13.41,13,13,11,6,16,72.84,75.1,"Jul 1, 2018",,2021,2018,2.0,1.0,178150,https://cdn.sofifa.com/players/178/150/20_240.png,https://sofifa.com/player/178150/,206,https://cdn.sofifa.com/teams/206/dark_240.png
3732,M. Listkowski,22,66,74,68,Lecce,Italian Serie A,1,CAM CM RM,CAM,178,68.0,Right,8,3 ★,3★,High,Low,77,57,59,71,52,62,0.9500000000000001,63.39,49,60,50,66,52,59.36,70,52,30,57,70,80.82,79,76,76,59,85,69.37,56,72,76,53,51,72.21,64,53,58,66,63,59,55.15,54,52,44,15.23,13,12,15,16,11,75.99,75.9,"Sep 1, 2020",,2025,2020,0.0,1.9,228751,https://cdn.sofifa.com/players/228/751/20_240.png,https://sofifa.com/player/228751/,347,https://cdn.sofifa.com/teams/347/dark_240.png
3733,J. Asoro,21,66,76,68,Genoa,Italian Serie A,1,ST RM,ST,175,74.8,Right,10,3 ★,3★,Medium,Medium,88,62,53,72,21,57,1.1,64.76,52,64,56,56,55,59.57,74,51,39,48,68,85.56,90,86,78,65,78,68.69,66,59,66,59,55,57.24,42,18,64,57,60,55,18.75,14,17,20,12.05,8,11,12,11,11,69.52,70.88,"Jul 14, 2018","Jun 30, 2021",Loan,2021,-1.0,€0,235855,https://cdn.sofifa.com/players/235/855/20_240.png,https://sofifa.com/player/235855/,110556,https://cdn.sofifa.com/teams/110556/dark_240.png
3734,P. Brlek,26,66,69,69,Genoa,Italian Serie A,1,CM CAM CDM,CAM,180,73.9,Right,3,3 ★,3★,High,Medium,64,63,65,66,53,66,0.775,67.51,57,60,53,68,57,67.66,65,62,57,67,67,71.12,76,54,76,61,63,72.97,66,59,66,68,65,78.86,65,63,67,71,66,68,56.99,34,63,58,13.41,14,9,6,15,15,78.28,75.7,"Aug 24, 2017",,2021,2017,3.0,1.5,233223,https://cdn.sofifa.com/players/233/223/20_240.png,https://sofifa.com/player/233223/,110556,https://cdn.sofifa.com/teams/110556/dark_240.png
3735,M. Curado,25,66,72,68,Genoa,Italian Serie A,1,CB,CB,188,79.8,Right,6,2 ★,2★,Medium,Medium,57,36,41,39,66,73,0.775,49.66,29,27,69,56,36,38.3,29,33,28,41,49,58.41,55,59,39,69,49,68.47,61,74,60,81,28,57.72,69,64,31,32,47,61,71.32,67,65,62,12.05,12,15,8,10,8,63.13,62.65,"Aug 14, 2018",,2025,2018,2.0,1.6,224876,https://cdn.sofifa.com/players/224/876/20_240.png,https://sofifa.com/player/224876/,110556,https://cdn.sofifa.com/teams/110556/dark_240.png
3736,D. Drăguș,20,66,75,68,Crotone,Italian Serie A,1,ST LW,ST,185,78.9,Right,9,2 ★,2★,Medium,Low,76,65,50,67,19,70,1.0,71.4,51,69,66,58,68,53.62,67,63,28,32,62,78.02,75,77,78,62,70,75.9,59,75,70,71,62,60.81,68,12,64,53,59,68,16.54,16,10,19,10.45,7,12,9,11,7,69.52,69.68,"Aug 7, 2019","Jun 30, 2021",Loan,2021,-1.0,€0,245770,https://cdn.sofifa.com/players/245/770/20_240.png,https://sofifa.com/player/245770/,110734,https://cdn.sofifa.com/teams/110734/dark_240.png
3737,J. Odgaard,21,66,75,68,Sassuolo,Italian Serie A,1,ST,ST,188,79.8,Left,9,3 ★,3★,High,Medium,68,65,50,67,39,66,1.0,64.53,42,70,61,56,53,55.32,68,52,34,38,68,70.47,67,68,64,65,63,72.3,67,53,68,77,56,58.43,39,22,68,58,59,65,39.71,55,31,22,12.05,8,13,13,8,11,68.96,71.29,"Jul 1, 2018",,2023,2018,2.0,1.9,234671,https://cdn.sofifa.com/players/234/671/20_240.png,https://sofifa.com/player/234671/,111974,https://cdn.sofifa.com/teams/111974/dark_240.png
3738,N. Manfredini,32,66,66,66,Benevento,Italian Serie A,1,GK,GK,190,79.8,Right,0,2 ★,1★,Medium,Medium,69,64,63,69,44,63,0.4,18.76,18,12,16,25,11,17.45,11,12,13,24,22,48.49,49,40,37,55,44,47.97,47,51,32,71,12,24.47,17,27,14,22,23,57,14.34,7,16,16,74.55,69,64,63,63,69,46.29,74.7,"Jul 19, 2019",,2021,2019,1.0,0.72,208778,https://cdn.sofifa.com/players/208/778/20_240.png,https://sofifa.com/player/208778/,112026,https://cdn.sofifa.com/teams/112026/dark_240.png
3739,M. Sala,21,66,78,66,SPAL,Italian Serie A,1,LB,LB,178,68.0,Left,12,3 ★,2★,Medium,Medium,72,33,52,64,63,58,1.1,53.32,64,28,55,56,30,52.55,65,37,39,45,61,75.22,73,72,66,65,73,55.86,36,58,69,53,32,65.8,59,64,64,47,43,59,70.59,61,66,65,11.14,8,12,9,9,11,68.87,68.67,"Jun 30, 2019",,2024,2019,1.0,2.2,252704,https://cdn.sofifa.com/players/252/704/20_240.png,https://sofifa.com/player/252704/,112791,https://cdn.sofifa.com/teams/112791/dark_240.png
3740,S. Esposito,19,66,79,68,SPAL,Italian Serie A,1,CM,CM,178,69.9,Right,13,3 ★,2★,Medium,Medium,64,57,67,64,59,55,1.2,65.22,59,52,51,72,51,69.36,61,66,65,68,66,70.47,63,64,69,62,69,65.54,62,51,63,51,64,70.78,55,61,62,68,52,57,66.54,60,60,61,10.0,5,9,13,7,10,75.65,73.49,"Jul 1, 2019",,2024,2019,1.0,2.9,252290,https://cdn.sofifa.com/players/252/290/20_240.png,https://sofifa.com/player/252290/,112791,https://cdn.sofifa.com/teams/112791/dark_240.png
3741,S. Esposito,17,66,86,68,SPAL,Italian Serie A,1,ST,ST,185,74.8,Right,20,3 ★,3★,High,Medium,69,66,61,67,34,57,1.3,70.94,59,67,65,60,59,72.98,69,75,74,57,68,69.83,71,67,55,62,69,70.72,65,62,57,63,67,61.52,41,25,65,61,67,55,34.56,24,41,29,13.41,15,12,12,10,10,73.53,71.08,"Jan 23, 2019",,2022,2019,1.0,3.6,247888,https://cdn.sofifa.com/players/247/888/20_240.png,https://sofifa.com/player/247888/,112791,https://cdn.sofifa.com/teams/112791/dark_240.png
3742,Riquelme,20,66,83,68,Atlético Madrid,Spain Primera Division,1,RM LM,CAM,175,66.2,Right,17,3 ★,3★,High,Medium,76,62,57,70,40,53,1.4,64.76,49,65,49,63,57,60.64,69,49,44,55,68,79.96,76,76,77,64,78,63.06,58,55,58,48,61,67.22,58,41,66,63,55,62,41.91,37,39,38,10.91,9,10,8,9,12,71.85,71.89,"Jul 1, 2019",,2021,2019,1.0,3.7,252324,https://cdn.sofifa.com/players/252/324/20_240.png,https://sofifa.com/player/252324/,240,https://cdn.sofifa.com/teams/240/dark_240.png
3743,San Román,22,66,75,66,Atlético Madrid,Spain Primera Division,1,GK,GK,188,78.9,Right,9,3 ★,1★,Medium,Medium,65,67,68,66,24,64,0.775,13.27,14,8,13,16,7,13.4,6,11,12,17,17,39.22,22,26,38,61,35,42.57,51,43,31,55,9,20.19,15,11,8,33,18,40,12.87,12,12,11,75.0,65,67,68,64,66,40.67,71.08,"Jul 1, 2016",,2021,2016,4.0,1.7,242802,https://cdn.sofifa.com/players/242/802/20_240.png,https://sofifa.com/player/242802/,240,https://cdn.sofifa.com/teams/240/dark_240.png
3744,Lucas,23,66,76,68,RC Celta,Spain Primera Division,1,CB,CB,185,76.2,Right,10,3 ★,2★,Medium,Medium,59,33,39,47,67,69,0.9500000000000001,46.22,28,28,64,53,29,40.21,41,29,35,37,47,63.58,55,62,61,61,56,63.74,46,76,60,72,29,56.29,70,65,28,32,42,57,73.9,66,69,66,10.0,8,9,6,12,9,62.65,63.05,"Jul 1, 2014","Jun 30, 2021",Loan,2021,-1.0,€0,241829,https://cdn.sofifa.com/players/241/829/20_240.png,https://sofifa.com/player/241829/,450,https://cdn.sofifa.com/teams/450/dark_240.png
3745,Esquerdo,21,66,77,68,Valencia CF,Spain Primera Division,1,CAM CM,CAM,183,74.8,Left,11,2 ★,2★,Medium,Medium,66,52,65,68,37,51,1.1,62.47,58,52,38,70,55,63.62,67,53,42,67,70,70.47,65,66,76,60,60,58.11,48,54,48,52,56,61.28,51,29,62,68,48,60,44.12,39,36,45,10.0,10,7,7,8,12,68.18,68.07,"Jul 1, 2016",,2024,2016,4.0,2.5,254263,https://cdn.sofifa.com/players/254/263/20_240.png,https://sofifa.com/player/254263/,461,https://cdn.sofifa.com/teams/461/dark_240.png
